Rhinecanthus_aculeatus	AGATHI	Macroinvertivore	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhinecanthus_rectangulus	AGATHI	Macroinvertivore	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sargocentron_rubrum	AGATHI	Macroinvertivore	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sargocentron_spiniferum	AGATHI	Macroinvertivore	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0
Sargocentron_violaceum	AGATHI	Macroinvertivore	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scarus_cf._falcipinnis	AGATHI	Algal_Feeder	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Scarus_frenatus	AGATHI	Algal_Feeder	1	1	0	0	0	1	1	0	0	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1
Scarus_ghobban	AGATHI	Algal_Feeder	1	0	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	1	0	0	0	0	0	1	1	1
Scarus_globiceps	AGATHI	Algal_Feeder	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scarus_niger	AGATHI	Algal_Feeder	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	1	1	1	1	1	0	1	0	1	0	1	0
Scarus_prasiognathos	AGATHI	Algal_Feeder	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	1	0
Scarus_psittacus	AGATHI	Algal_Feeder	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1
Scarus_rubroviolaceus	AGATHI	Algal_Feeder	1	1	1	0	1	1	0	1	1	0	1	1	1	1	0	0	0	0	1	1	1	1	0	1	1	1	0
Scarus_scaber	AGATHI	Algal_Feeder	1	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
Scolopsis_bilineatus	AGATHI	Macroinvertivore	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
Seriola_lalandi	AGATHI	Piscivore	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Siganus_argenteus	AGATHI	Algal_Feeder	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Siganus_corallinus	AGATHI	Algal_Feeder	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Siganus_stellatus	AGATHI	Algal_Feeder	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0
Sphyraena_quenie	AGATHI	Piscivore	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Stethojulis_interrupta	AGATHI	Microinvertivore	1	1	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	1	0	1
Stethojulis_strigiventer	AGATHI	Microinvertivore	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0
Stethojulis_trilineata	AGATHI	Microinvertivore	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0
Sufflamen_bursa	AGATHI	Macroinvertivore	1	1	1	0	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1
Sufflamen_chrysopterus	AGATHI	Macroinvertivore	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1
Sufflamen_fraenatus	AGATHI	Macroinvertivore	0	1	1	1	1	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Thalassoma_hardwickei	AGATHI	Microinvertivore	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1
Thalassoma_janseni	AGATHI	Microinvertivore	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	1
Thalassoma_lunare	AGATHI	Microinvertivore	0	1	0	0	1	0	0	0	0	1	0	1	0	1	1	0	1	1	1	1	1	0	0	1	1	0	1
Triaenodon_obesus	AGATHI	Piscivore	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Variola_louti	AGATHI	Piscivore	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	1	0
Zanclus_cornutus	AGATHI	Omnivore	1	1	1	0	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1
Zebrosoma_desjardinii	AGATHI	Algal_Feeder	1	0	1	1	1	1	0	0	0	1	1	0	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1
Zebrosoma_scopas	AGATHI	Algal_Feeder	0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	0	1	0
